x,y,z,temperature
-25.015953718198933,-24.87440523559505,-7.983390297120601,0.67693473611473
-24.756416106288352,-24.541801653422535,-7.6621173339324935,0.6772900576284867
-25.13410275870128,-24.721864703313063,2.480928534168513,0.6472564780997193
-24.910448460563373,-24.380424902153738,16.947121546446063,0.6151078820830449
-24.94578328134759,-24.40292055246381,19.357799347815806,0.6487799511986729
-24.941479229630506,-24.263969332298885,21.031413830720368,0.6574098403086996
-25.0498975593814,-24.23476133080419,-20.80973137182321,0.6187083500776387
-25.02925888603024,-23.843089189497253,-14.197541333586189,0.687046956917783
-24.956815287465822,-23.800759236230505,9.497441221521942,0.6513888031230375
-25.052884919042096,-24.193661864424524,11.042354367433775,0.6480332400706788
-25.11194720419598,-23.496946305130884,-4.702159866065189,0.6592261026744235
-25.1860243115579,-23.583122503814263,-1.4887038163912365,0.5771152480902393
-24.776434427357998,-23.39084856760787,9.227039201190587,0.6618175110046965
-25.029227574057366,-22.668636065186,-12.592760342063015,0.7007593413420444
-25.131225375173678,-22.326703548250737,6.0069181901191016,0.6748573762238728
-24.778615961923894,-22.5531500712953,19.838227733031733,0.6803201904370599
-25.028145485044213,-22.150611387572326,-18.387467748823873,0.636906242342791
-25.13928441266327,-22.111847639778137,13.03170580859892,0.6515500414222667
-25.116102469282385,-21.95538583682943,19.220089876552784,0.6781711688858687
-25.012055371821855,-21.34979421770412,-3.9910692988061083,0.6277529640734173
-25.11722189253295,-21.176863120320487,19.533387115823608,0.6830977630344014
-24.849872783058363,-20.43630037815715,-15.870950480925535,0.6733759429332485
-25.09668178129132,-20.529750414063212,-9.531941643944343,0.4833730206974553
-24.769047097314964,-20.649416129702914,-0.2162434079725502,0.6392131762750198
-24.89661970796667,-19.42042478678665,-11.102251005682826,0.4531874202889458
-24.837777388636372,-19.66428474531435,11.28227823327785,0.6522448901284656
-25.153352227083214,-19.688071824957767,12.201557033572538,0.6509957278041963
-25.028991204443827,-19.443441178904774,22.224996998514904,0.7524406730098834
-25.059985386324083,-18.750103956265505,-12.73576807154595,0.5846075467851308
-24.965826652520317,-18.955286568414948,3.1899603997487787,0.7090101548222238
-24.786848299669217,-18.420701772627137,-12.310916517740162,0.539748859406306
-24.794626759715975,-18.65472180636946,11.992777361097925,0.6510028090211915
-25.102228907136023,-17.999996398481446,2.6760474795787923,0.7113991378699224
-25.12756872673554,-17.400318459346078,-3.1938808423162306,0.6974756347390022
-25.018282206268243,-17.356467108434668,8.681206617234126,0.7442526035964165
-25.00803746972862,-16.904639757061044,-6.610989061439396,0.6367717499162565
-25.223716236144952,-16.684125704814164,-1.7777655415130718,0.7108519118521613
-25.206048574307644,-16.543845163967536,2.1553303392569223,0.6532541075438739
-24.9162867483108,-15.957141212595536,-4.042475406171386,0.669199781964485
-25.242625138378667,-15.842008887117146,5.450054138602932,0.7185403003313379
-25.163208456127975,-15.891355373410777,15.21832984114931,0.7079948956983311
-25.040651267873375,-15.351333406401004,-19.393556323324894,0.6282587243761695
-25.23606327220288,-15.529434970852575,10.335351047896951,0.7340178758674376
-25.091937340046083,-14.902994043083336,-6.254321233588505,0.5712838769791969
-24.934384318391917,-14.950342589761538,16.852275337545883,0.7017956062202395
-25.139595104300373,-14.352475293361028,-23.172652487611575,0.6798026091877365
-25.13724826382402,-14.055951720174527,-17.22222163074136,0.6185050688833676
-24.839962913002662,-14.1894835724418,-9.850129013297911,0.33561955251883835
-24.80799267288766,-13.6576546916038,-11.312979310119253,0.507858299422174
-24.8883191052256,-13.286250683403935,-6.871790771806267,0.5568863548478376
-25.166311600810083,-13.498481317299083,10.427500974463593,0.7514239986423227
-25.031455890556156,-12.861935742132225,-18.21020991371282,0.610119300120463
-24.992971418133905,-12.803419957171155,-3.6541916125870966,0.5603875521546464
-24.828873667216254,-12.820056306660337,0.35651763355900373,0.3266520432952089
-24.757737166240798,-12.756285381449441,10.809938482102991,0.7494328989559101
-25.218430439809346,-13.132810754638367,18.056056882533166,0.6928390790018176
-24.805159276599014,-12.744586108691143,-14.74432015969905,0.6822693877911401
-24.769366109679904,-12.4407305270295,-9.362542259661883,0.4122099788073739
-24.85277033909161,-12.543343843102056,-5.5992888620192405,0.5981328788949588
-24.924800153398433,-12.512081657590338,-2.5536264187156927,0.42375149159575504
-25.171152573672817,-12.612056338139565,2.167415035745471,0.5034262129120912
-24.94224754224542,-12.037477319854387,-12.53289315059425,0.7085792909963483
-24.78729674499279,-12.24246588872572,-7.2901301636883815,0.5760438084226157
-25.10682163098349,-12.01638135630447,-4.181470660863481,0.5802032879530478
-25.128372960243794,-11.826246949734626,-1.651562843941608,0.4402748009325165
-24.972186677759687,-11.86527575513899,5.90623385206767,0.740038268818248
-24.981540024724858,-12.137130402975451,14.057183680212269,0.7291869899999762
-25.0086865362717,-11.87579931167924,17.288495908316087,0.6987281218221523
-24.993567532641734,-11.358196672957247,-22.078705449711357,0.6516594052063429
-25.05000775662626,-11.665349509092279,-4.8970593260538,0.6116629910400714
-25.071731468970313,-11.448567489211399,-1.1027300133695828,0.4184048797476434
-25.06965922766811,-11.157507650160692,-18.245221172129177,0.6098417905746281
-25.00911600172367,-10.912134881451653,-7.819967561766579,0.5985497730876252
-25.212567765591988,-10.91236587511474,9.077180018595291,0.7467659460772825
-25.176802452600594,-11.039888059940377,9.801104899303777,0.7540508032636085
-25.170012697303957,-9.836466054604019,12.797918081958112,0.7473961916502331
-24.85008281730823,-9.11391051847471,11.210693315792195,0.7637716989452532
-25.13408004450444,-8.981053176250573,17.669488866798577,0.6889727503594545
-25.045130966559196,-9.143902513007086,23.955086802723173,0.6342240762440262
-25.030937600674164,-8.49564342922153,-14.530427227896482,0.6873941038811522
-25.083490751632386,-8.426992041250276,17.168076434243602,0.6878423962137972
-25.180088836284256,-7.769237504457417,-9.036936512123237,0.6911858517805883
-25.1015223618594,-8.140375762092608,-3.1672252391316618,0.7087870489169535
-25.230786793492538,-7.279908975520035,-17.03498552589393,0.6562627808965803
-24.779160444270072,-6.958292792886265,1.5144758485821803,0.7301530617658696
-24.997408960105076,-6.850442447825614,2.741912466977604,0.6903762305532812
-24.974719421733212,-7.234823301843869,9.784948614213885,0.7439344444030803
-25.11542459695685,-6.9098868923935814,13.818752797272282,0.6974420775028192
-24.84996351942649,-6.425848684633124,-24.279931129002193,0.6292944856157464
-25.128271514721778,-6.647245319756524,-5.96553694373442,0.758509719031982
-25.1213854167486,-6.4941175148543655,-3.9710584501466952,0.664435495596121
-24.915955021018423,-5.918694763987966,-13.598112056288334,0.6906931955371742
-24.92049843668296,-5.286697331653951,-2.7357560873485807,0.6628887611710004
-24.7591956588812,-5.474130283201191,5.502884234988404,0.8146334268274051
-24.969503977993345,-5.328218983412508,20.16959569223887,0.6718984062938576
-24.7530908115696,-5.154286389030424,-19.69938243866397,0.6617410541568639
-24.873427840003668,-5.056542461146341,0.1272972668291244,0.7161164125163734
-24.86849437549722,-4.468793359343011,-3.7934291056554055,0.6714744291105338
-25.153259136581028,-4.5429107722826405,-1.8255701849557662,0.6669212004713774
-24.776242267169387,-3.94458509281809,-0.7293941718390717,0.7045785065088385
-24.806032580318863,-4.209359330772681,1.7158085215190928,0.7038707960619133
-25.182728023360692,-4.080324556588183,3.697368594939231,0.7723198727051879
-24.811993657257442,-4.114238500199897,11.857869247925034,0.7361549833380603
-25.08804282507177,-3.405929894194872,-3.393986568982956,0.6522131631197213
-25.13287211112777,-3.6274486428501254,0.9067087157395156,0.6948558768012592
-25.13623223153994,-2.5913159017460528,-10.20778036674793,0.8266256183250075
-25.238239339075683,-2.415177474198188,-5.605047703587961,0.7854504951570108
-24.896814122954297,-1.8173111599982472,-3.5540750950596456,0.6428510582269362
-25.03441158841312,-1.3374252717144481,-21.91711705148663,0.698406445761478
-24.87756744442116,-0.9273592576677685,-4.694540581466394,0.6805746268762639
-25.139535182283197,-0.9646088548800318,2.283941679971083,0.7506388178889554
-24.82812861152644,-1.166977087046107,12.51254979006485,0.725185541628963
-24.955393298431787,-0.8783673922307378,15.887854517163458,0.693761585604322
-24.856763901517187,-0.532972757987667,-2.1415248065407018,0.6298985676845748
-25.050019232730573,-0.6242249349259482,3.683828749143504,0.7794407810396664
-25.023950618866262,-0.6020632560631829,7.617192632428132,0.866394510919476
-24.82936332758577,0.006028764459514002,-19.718212431452606,0.7622640985890806
-24.96623002489275,-0.04929931476641963,-16.628459244193646,0.7797256061366479
-24.966595212371587,-0.1485418447170726,-13.775405695466503,0.8816242230788894
-25.190941000779844,0.0648722708702218,-5.018196894489782,0.7025618389738855
-25.22784805823174,-0.1019586238452343,0.6599755169922857,0.6888950609468744
-25.035631238751947,0.1958785760117156,3.7679478781943767,0.7922197589125541
-25.211400588143906,0.01258280666491074,4.6757701571988335,0.8069120927677675
-24.89897631265218,0.12712832792880346,23.694328170822548,0.43225733005006345
-25.025162195354998,1.1662526217291342,18.333967702600557,0.6098097957471467
-24.769527352919443,1.687689512032431,-24.074370010997377,0.6941708628076816
-24.993674793116373,1.2521207121826445,-1.058807854665006,0.5975770549221187
-24.90429715872127,1.50127429700053,12.662718457032268,0.5038214501657291
-24.88578097624017,2.0779104911757735,-5.466737815121075,0.6961933010726596
-25.002736513890035,1.768147553139342,17.729777580720963,0.6091058466724202
-24.867178586724986,3.113876998553096,-15.340622123603614,0.8120538061852157
-24.948797999998988,3.2434917336206284,-1.1824182293602847,0.5953504772449568
-25.076476965578433,2.808164777497888,15.366675874013186,0.5876878469195684
-24.778044984365895,3.4207160311544254,-17.49767912754053,0.7786459195027439
-25.01329402150662,3.362922401593147,-16.046805318012826,0.799260714654247
-25.138382354563536,3.682710608927866,-3.0287696557999615,0.622368330748685
-24.89693588586312,3.986660785314757,-3.90917632510713,0.6241767589134128
-25.03925200422826,4.097553266768331,-1.1864868184317447,0.5991125528827377
-24.947572155909125,4.161081104637591,15.888048501060466,0.5268917465250655
